ItemName,ItemPrice,Currency,Category,Vendor,Station,FuelPrice,System,slug
Civ T02-V005-7.20x2-0.1,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,minor-multi-stim-v21005
Civ T02-V019-4.80x3-0.075,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,standard-multi-stim-v2-2-019
Civ T02-V021-4.80x3-0.1,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,minor-multi-stim-v21021
Civ T02-V026-4.80x3-0.075,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,standard-multi-stim-v2-2-026
Civ T02-V026-5.25x3-0.05,2870.22,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,strong-multi-stim-v2-3-026
Civ T02-V028-4.80x3-0.075,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,standard-multi-stim-v2-2-028
Civ T02-V028-4.80x3-0.1,2853.10,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,minor-multi-stim-v21028
Int T02-V016-9.75-0.05,2778.92,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,strong-intelligence-stim-v13016
Str T02-V001-15.00-0.05,2858.81,credits,Medical,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,strong-strength-stim-v3-3-001
"""Quick feet"" Soda, tier 2",245.37,credits,Food,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,quick-feet-soda-tier-2
"""Quick feet"" Soda, tier 3",507.85,credits,Food,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,quick-feet-soda-tier-3
"""Smooth Talker"" Snack, tier 2",291.02,credits,Food,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,smooth-talker-snack-tier-2
"""Smooth Talker"" Snack, tier 3",564.91,credits,Food,Bordeaux Bits n Bobs,Bordeaux Station,2139.8,Alpha Centauri,smooth-talker-snack-tier-3
First Mate’s Input,6487.95,credits,Weapon,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,first-mates-input
Harvest Sickle,4336.71,credits,Weapon,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,harvest-sickle
Old Copper Pipe,6584.95,credits,Weapon,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,old-copper-pipe
Platinum Cestus,3942.98,credits,Weapon,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,platinum-cestus
Sharpened Ice Club,6613.49,credits,Weapon,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,sharpened-ice-club
Amber Aegis: BD30,37215.84,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,36919.11,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,amber-aegis-bd31
Anti-Energy Flak Jacket,4313.89,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,3891.63,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,6459.42,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,anti-energy-kataginu
Gaule Heavy Combat Suit,1302,bonds,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,gaule-heavy-combat-suit
Reinforced Blast Vest,4131.29,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,reinforced-blast-vest
Shisha Shirt,3834.57,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,shisha-shirt
Spidersilk Concealable Vest,4097.05,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,spidersilk-concealable-vest
Spidersilk Fatigues,4034.28,credits,Armor,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,spidersilk-fatigues
VIP Pack - 3 days,290,bonds,VIP,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,vip-3
Civ T02-V005-7.88x2-0.05,2870.22,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,strong-multi-stim-v23005
Civ T02-V006-7.20x2-0.1,2853.10,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,minor-multi-stim-v2-1-006
Civ T02-V011-4.80x3-0.075,2853.10,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,standard-multi-stim-v2-2-011
Civ T02-V013-4.80x3-0.075,2853.10,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,standard-multi-stim-v2-2-013
Civ T02-V021-5.25x3-0.05,2870.22,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,strong-multi-stim-v2-3-021
Sta T02-V004-15.00-0.05,2858.81,credits,Medical,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,strong-stamina-stim-v3-3-004
"""Muscle Pump"" Paste, tier 2",291.02,credits,Food,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,muscle-pump-paste-tier-2
"""Muscle Pump"" Paste, tier 3",564.91,credits,Food,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,muscle-pump-paste-tier-3
"""Tireless"" Tonic, tier 2",245.37,credits,Food,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,tireless-tonic-tier-2
"""Tireless"" Tonic, tier 3",507.85,credits,Food,Sonto's Shinies,Bordeaux Station,2139.8,Alpha Centauri,tireless-tonic-tier-3
Consortium Jian,3171.69,credits,Weapon,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,consortium-jian
Docking Anchor,3061.53,credits,Weapon,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,docking-anchor
Old Sword,3387.42,credits,Weapon,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,old-sword
One Life Kaiken,2951.37,credits,Weapon,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,one-life-kaiken
Traveler's Maul,3350.70,credits,Weapon,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,travelers-maul
Amber Aegis: BD30,29935.98,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,29697.30,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd31
Anti-Energy Flak Jacket,3470.04,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,3130.38,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,5195.88,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kataginu
Arc Jumper Jacket,3130.38,credits,Armor,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,arc-jumper-jacket
VIP Pack - 3 days,290,bonds,VIP,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,vip-3
Agi T02-V002-14.06-0.075,2290.41,credits,Medical,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,standard-agility-stim-v3-2-002
Int T02-V016-14.06-0.075,2290.41,credits,Medical,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,standard-intelligence-stim-v3-2-016
Int T02-V016-9.75-0.05,2235.33,credits,Medical,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,strong-intelligence-stim-v13016
Mil T02-V015-5.25x4-0.03,25,bonds,Medical,Potent Potables & Trade,Paris Spatiale,1721.3,Alpha Centauri,strong-military-stim-v33015
Dull-Tip Spark Phurba,3052.35,credits,Weapon,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,dull-tip-spark-phurba
Homemade Pocketknife,2850.39,credits,Weapon,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,homemade-pocketknife
Longsword,2841.21,credits,Weapon,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,longsword
Scrumsettler,3157.92,credits,Weapon,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,scrumsettler
Taungoo Jutte,3093.66,credits,Weapon,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,taungoo-jutte
Amber Aegis: BD30,29935.98,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,29697.30,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd31
Anti-Energy Flak Jacket,3470.04,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,3130.38,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,5195.88,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kataginu
Arc Dodger Suit,3515.94,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,arc-dodger-suit
Gaule Heavy Combat Suit,1302,bonds,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,gaule-heavy-combat-suit
Metal Banded Electrician's Suit,3281.85,credits,Armor,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,metal-banded-electricians-suit
VIP Pack - 3 days,290,bonds,VIP,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,vip-3
Agi T02-V002-10.31-0.1,2239.92,credits,Medical,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,minor-agility-stim-v21002
Civ T02-V022-4.80x3-0.1,2295.00,credits,Medical,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,minor-multi-stim-v21022
Civ T02-V022-5.25x3-0.05,2308.77,credits,Medical,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,strong-multi-stim-v2-3-022
Sta T02-V004-10.31-0.1,2239.92,credits,Medical,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,minor-stamina-stim-v21004
"""Deep Thinker"" Cordial, tier 2",197.37,credits,Food,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,deep-thinker-cordial-tier-2
"""Deep Thinker"" Cordial, tier 3",408.51,credits,Food,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,deep-thinker-cordial-tier-3
"""Nimble Mover"" Candy, tier 2",234.09,credits,Food,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,nimble-mover-candy-tier-2
"""Nimble Mover"" Candy, tier 3",454.41,credits,Food,Requisition Resale,Paris Spatiale,1721.3,Alpha Centauri,nimble-mover-candy-tier-3
Deep Burn,2923.83,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,deep-burn
Miner’s Mace,5209.65,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,miners-mace
Molybdenum Hanbō,3180.87,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,molybdenum-hanbo
Nickle Head Mace,2992.68,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,nickle-head-mace
Platinum Quarterstaff,3102.84,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,platinum-quarterstaff
Rhenium Club,3492.99,credits,Weapon,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,rhenium-club
Amber Aegis: BD30,29935.98,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,29697.30,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd31
Anti-Energy Flak Jacket,3470.04,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,3130.38,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,5195.88,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kataginu
Gaule Heavy Combat Suit,1302,bonds,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,gaule-heavy-combat-suit
Padded Reflective Suit,3056.94,credits,Armor,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,padded-reflective-suit
VIP Pack - 3 days,290,bonds,VIP,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,vip-3
Civ T02-V010-7.20x2-0.075,2295.00,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,standard-multi-stim-v2-2-010
Civ T02-V020-7.20x2-0.1,2295.00,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,minor-multi-stim-v2-1-020
Civ T02-V024-7.20x2-0.1,2295.00,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,minor-multi-stim-v2-1-024
Sta T02-V004-13.12-0.1,2276.64,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,minor-stamina-stim-v3-1-004
Str T02-V001-10.31-0.075,2239.92,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,standard-strength-stim-v22001
Str T02-V001-9.00-0.075,2226.15,credits,Medical,Sweet & Sundry Salvage,Paris Spatiale,1721.3,Alpha Centauri,standard-strength-stim-v12001
ALNA-MODEX,1790,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,alna-modex
Alpine 1NK,1295,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,alpine-1nk
Basic Blackjack,491.59,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,basic-blackjack
Basic Tactical Blade,920.52,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,basic-tactical-blade
Charged Tonfa,5566.52,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,charged-tonfa
Cudgel,5566.52,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,cudgel
G-007E,915.70,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-007e
G-009,481.95,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-009
G-009E,949.44,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-009e
G-220,934.98,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-220
G-220E,939.80,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-220e
G-4,467.49,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-4
G-4E,1730.20,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-4e
G-73,949.44,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-73
G-B21E,5523.15,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-b21e
G-PS1,5450.85,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-ps1
G-PS8E,3735.11,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-ps8e
G-RM,3527.87,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-rm
G-RPS4,5402.66,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-rps4
G-SAG1,1287,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-sag1
G-SAG1E,9152.23,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-sag1e
G-TS68,5571.34,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-ts68
G-YoG,5648.45,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-yog
G-YoGE,5421.94,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,g-yoge
Gaule Protectorate Stun Baton,3735.11,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,gaule-protectorate-stun-baton
Joltkeeper,16588.72,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,joltkeeper
Joltkeeper 2.0,16810.42,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,joltkeeper-20
Machete,2431,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,machete
Rascal Rifle,1286,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,rascal-rifle
SAG Stun Baton,9051.02,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,sag-stun-baton
The Ayy-Kii 47,1294,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,the-ayy-kii-47
The Eviscerator 3000,2186,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,the-eviscerator-3000
Thowan-89,1789,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,thowan-89
Truncheon,5412.30,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,truncheon
X25 Burst Blaster,11369.20,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x25-burst-blaster
X25 Burst Rifle,8843.78,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x25-burst-rifle
X25 Burst Rifle: Mark II,11822.23,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x25-burst-rifle-mark-ii
X25 Burst Rifle: Mark II.V,11234.25,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x25-burst-rifle-mark-iiv
X25 Deadeye,10834.24,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x25-deadeye
X35 Bumblebee,20285.28,credits,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x35-bumblebee
X35 Wasp,2456,bonds,Weapon,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,x35-wasp
Absorber Series Flak Jacket,11841.51,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,absorber-series-flak-jacket
Absorber Series Hazmagear,11422.21,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,absorber-series-hazmagear
Amber Aegis: BD30,31432.78,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,31182.17,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd31
Anti-Energy Scale Mail,13104.22,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-scale-mail
Arc Dancer's Jump Suit,5489.41,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,arc-dancers-jump-suit
Arc Jumper Jacket,3286.90,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,arc-jumper-jacket
Battered Breastplate,496.41,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,battered-breastplate
Chitin Series Bodyarmor,7990.73,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,chitin-series-bodyarmor
Class 14 Hard Armor,9166.69,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,class-14-hard-armor
Diffusion Armor,3296.54,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,diffusion-armor
Gaule Heavy Combat Suit,1302,bonds,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,gaule-heavy-combat-suit
Gaule Thermojacket,1302,bonds,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,gaule-thermojacket
Gladiator Gear,8583.53,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,gladiator-gear
Hard Shelled Combat Suit,5836.41,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,hard-shelled-combat-suit
Heavy Flak Jacket,3200.15,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,heavy-flak-jacket
Heavy Riot Gear,13070.48,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,heavy-riot-gear
Heavy Scale Mail,1288,bonds,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,heavy-scale-mail
Impactful Jumpsuit,11422.21,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,impactfull-jumpsuit
Light Storm Armor,3551.97,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,light-storm-armor
Medium Exo-Suit,6115.95,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,medium-exo-suit
Medium Riot Gear,5441.22,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,medium-riot-gear
Misshapen Combat Vest,467.49,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,misshapen-combat-vest
Reinforced Blast Vest,3489.32,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,reinforced-blast-vest
Stiff Hard-Shelled Combat Suit,3171.23,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,stiff-hard-shelled-combat-suit
Storm Armor Corset,1710.92,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,storm-armor-corset
Studded Leather,3455.58,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,studded-leather
Tarnished Combat Armor,453.03,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,tarnished-combat-armor
The Brakenshield,1784,bonds,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,the-brakenshield
Thick Leather Armor,2968.81,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,thick-leather-armor
Thorax Bodyarmor: Barb Buster Series,8279.90,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,thorax-bodyarmor-barb-buster-series
Thorax Bodyarmor: Bash Buster Series,8342.55,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,thorax-bodyarmor-bash-buster-series
Thorax Bodyarmor: Blast Buster Series,8304.00,credits,Armor,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,thorax-bodyarmor-blast-buster-series
VIP Pack - 3 days,290,bonds,VIP,Ajax Arms and Armors,Paris Spatiale,1721.3,Alpha Centauri,vip-3
Cane Knife,5292.27,credits,Weapon,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,cane-knife
Muai Cad Chuke,3098.25,credits,Weapon,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,muai-cad-chuke
Amber Aegis: BD30,29935.98,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd30
Amber Aegis: BD31,29697.30,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,amber-aegis-bd31
Anti-Energy Flak Jacket,3470.04,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-flak-jacket
Anti-Energy Kaftan,3130.38,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kaftan
Anti-Energy Kataginu,5195.88,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,anti-energy-kataginu
Gaule Heavy Combat Suit,1302,bonds,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,gaule-heavy-combat-suit
Poly-vinyl Dress,2845.80,credits,Armor,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,poly-vinyl-dress
VIP Pack - 3 days,290,bonds,VIP,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,vip-3
Civ T02-V007-5.25x3-0.05,2308.77,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,strong-multi-stim-v2-3-007
Civ T02-V011-4.80x3-0.075,2295.00,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,standard-multi-stim-v2-2-011
Civ T02-V014-4.80x3-0.1,2295.00,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,minor-multi-stim-v21014
Civ T02-V019-5.25x3-0.05,2308.77,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,strong-multi-stim-v2-3-019
Civ T02-V021-5.25x3-0.05,2308.77,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,strong-multi-stim-v2-3-021
Int T02-V016-13.12-0.1,2276.64,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,minor-intelligence-stim-v3-1-016
Str T02-V001-13.12-0.1,2276.64,credits,Medical,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,minor-strength-stim-v3-1-001
"""Brain Booster"" Bites, tier 2",234.09,credits,Food,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,brain-booster-bites-tier-2
"""Brain Booster"" Bites, tier 3",454.41,credits,Food,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,brain-booster-bites-tier-3
"""Chatterbox"" Shake, tier 2",197.37,credits,Food,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,chatterbox-shake-tier-2
"""Chatterbox"" Shake, tier 3",408.51,credits,Food,E-Boutique of Salvaged Goods,Paris Spatiale,1721.3,Alpha Centauri,chatterbox-shake-tier-3
Bullet Burster Series Short Barrel Rifle,73746.93,credits,Weapon,Kenny's Mobile Wares,Yards of Gadani,4279.6,Alpha Centauri,bullet-burster-series-short-barrel-rifle
Homemade Pocketknife,7087.10,credits,Weapon,Kenny's Mobile Wares,Yards of Gadani,4279.6,Alpha Centauri,homemade-pocketknife
Independence et Liberté,8114.22,credits,Weapon,Kenny's Mobile Wares,Yards of Gadani,4279.6,Alpha Centauri,independence-et-liberte
Juggler’s Sticks,13272.62,credits,Weapon,Kenny's Mobile Wares,Yards of Gadani,4279.6,Alpha Centauri,jugglers-sticks
